,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
3235,Toyota PROACE CITY VERSO EV Family larga Active 50 kWh (RC22),Eléctricos puros,M1,2440.0,19.0,100.0,293.0,50.0,0.0,0.0,0.0,0.0
3236,Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (MY22),Eléctricos puros,M1,2290.0,19.0,100.0,293.0,50.0,0.0,0.0,0.0,0.0
3237,Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (RC22),Eléctricos puros,M1,2290.0,19.0,100.0,293.0,50.0,0.0,0.0,0.0,0.0
3238,Toyota PROACE EV Furgón corto GX 50 kWh (MY21),Eléctricos puros,N1,2840.0,28.2,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3239,Toyota PROACE EV Furgón largo GX/VX 75 kWh (MY21),Eléctricos puros,N1,3055.0,29.5,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3240,Toyota PROACE EV Furgón medio GX 50 kWh (MY21),Eléctricos puros,N1,2875.0,28.2,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3241,Toyota PROACE EV Furgón medio GX/VX 75 kWh (MY21),Eléctricos puros,N1,3025.0,29.5,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3242,Toyota PROACE EV Furgón medio VX 50 kWh (MY21),Eléctricos puros,N1,3100.0,28.2,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3243,Toyota PROACE EV Van GX L1 50 kWh (MC24),Eléctricos puros,N1,3100.0,26.7,100.0,234.0,50.0,0.0,0.0,0.0,0.0
3244,Toyota PROACE EV Van GX L1 75 kWh (MC24),Eléctricos puros,N1,3021.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3245,Toyota PROACE EV Van GX L2 75 kWh (MC24),Eléctricos puros,N1,3053.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3246,Toyota PROACE EV Van larga Gx plus/Vx 75 kWh (MY23),Eléctricos puros,N1,3055.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3247,Toyota PROACE EV Van larga Gx/Gx plus/Vx 75 kWh (RC22),Eléctricos puros,N1,3045.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3248,Toyota PROACE EV Van Larga GX/VX 75 kWh (MY22),Eléctricos puros,N1,3055.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3249,Toyota PROACE EV Van Media GX 50 kWh (MY22),Eléctricos puros,N1,2875.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3250,Toyota PROACE EV Van media Gx plus 50 kWh (MY23),Eléctricos puros,N1,2875.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3251,Toyota PROACE EV Van media Gx plus/Vx 75 kWh (MY23),Eléctricos puros,N1,3025.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3252,Toyota PROACE EV Van media Gx/Gx plus 50 kWh (RC22),Eléctricos puros,N1,2865.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3253,Toyota PROACE EV Van media Gx/Gx plus/Vx 75 kWh (RC22),Eléctricos puros,N1,3015.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3254,Toyota PROACE EV Van Media GX/VX 75 kWh (MY22),Eléctricos puros,N1,3025.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3255,Toyota PROACE EV Van Media VX 50 kWh (MY22),Eléctricos puros,N1,3100.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3256,Toyota PROACE EV Van media Vx 50 kWh (MY23),Eléctricos puros,N1,3100.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3257,Toyota PROACE EV Van media Vx 50 kWh (RC22),Eléctricos puros,N1,3100.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3258,Toyota PROACE VERSO EV Combi GX L1 50 kWh (MC24),Eléctricos puros,M1,3000.0,26.7,100.0,234.0,50.0,0.0,0.0,0.0,0.0
3259,Toyota PROACE VERSO EV Combi GX L1 75 kWh (MC24),Eléctricos puros,M1,3100.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3260,Toyota PROACE VERSO EV Combi media Gx 50 kWh (MY23),Eléctricos puros,M1,3015.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3261,Toyota PROACE VERSO EV Combi media Gx 50 kWh (RC22),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3262,Toyota PROACE VERSO EV Combi media GX 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3263,Toyota PROACE VERSO EV Combi media Gx 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3264,Toyota PROACE VERSO EV Combi media Gx 75 kWh (RC22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3265,Toyota PROACE VERSO EV Combi media GX/VX 50 kWh (MY22),Eléctricos puros,M1,3015.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3266,Toyota PROACE VERSO EV Combi medio GX 50kW (MY21),Eléctricos puros,M1,3015.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3267,Toyota PROACE VERSO EV Family Advance L1 75 kWh (MC24),Eléctricos puros,M1,3100.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3268,Toyota PROACE VERSO EV Family Advance L2 75 kWh (MC24),Eléctricos puros,M1,3090.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3269,Toyota PROACE VERSO EV Family larga Advance 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3270,Toyota PROACE VERSO EV Family larga Advance 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3271,Toyota PROACE VERSO EV Family larga Advance 75 kWh (RC22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3272,Toyota PROACE VERSO EV Family largo Advance 75kW (MY21),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3273,Toyota PROACE VERSO EV Family media Advance 50 kWh (MY22),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3274,Toyota PROACE VERSO EV Family media Advance 50 kWh (RC22),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3275,Toyota PROACE VERSO EV Family media Advance 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3276,Toyota PROACE VERSO EV Family media Advance/Advance plus 75 kWh (RC22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3277,Toyota PROACE VERSO EV Family medio Advance 50kW (MY21),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3278,Toyota PROACE VERSO EV Family medio Advance/Advance plus 75kW (MY21),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3279,Toyota PROACE VERSO EV Shuttle larga VX 50 kWh (MY22),Eléctricos puros,M1,3030.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3280,Toyota PROACE VERSO EV Shuttle larga Vx 50 kWh (MY23),Eléctricos puros,M1,3030.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3281,Toyota PROACE VERSO EV Shuttle larga Vx 50 kWh (RC22),Eléctricos puros,M1,2965.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3282,Toyota PROACE VERSO EV Shuttle larga VX 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3283,Toyota PROACE VERSO EV Shuttle larga Vx 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3284,Toyota PROACE VERSO EV Shuttle larga VX Plus 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3285,Toyota PROACE VERSO EV Shuttle larga Vx plus 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3286,Toyota PROACE VERSO EV Shuttle larga Vx/Vx plus 75 kWh (RC22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3287,Toyota PROACE VERSO EV Shuttle largo VX 50kW (MY21),Eléctricos puros,M1,3030.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3288,Toyota PROACE VERSO EV Shuttle largo VX 75kW (MY21),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3289,Toyota PROACE VERSO EV Shuttle media Advance 50 kWh (MY23),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3290,Toyota PROACE VERSO EV Shuttle media Advance 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3291,Toyota PROACE VERSO EV Shuttle media Vx 50 kWh (MY23),Eléctricos puros,M1,3015.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3292,Toyota PROACE VERSO EV Shuttle media Vx 50 kWh (RC22),Eléctricos puros,M1,2950.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3293,Toyota PROACE VERSO EV Shuttle media VX 75 kWh (MY22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3294,Toyota PROACE VERSO EV Shuttle media Vx 75 kWh (MY23),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3295,Toyota PROACE VERSO EV Shuttle media Vx 75 kWh (RC22),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3296,Toyota PROACE VERSO EV Shuttle medio VX 50kW (MY21),Eléctricos puros,M1,3015.0,23.0,100.0,238.0,50.0,0.0,0.0,0.0,0.0
3297,Toyota PROACE VERSO EV Shuttle medio VX 75kW (MY21),Eléctricos puros,M1,3100.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3298,Toyota PROACE VERSO EV Shuttle VX L2 75 kWh (MC24),Eléctricos puros,M1,3130.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3299,Toyota PROACE VERSO EV Shuttle VX plus L1 75 kWh (MC24),Eléctricos puros,M1,3100.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3300,Toyota PROACE VERSO EV Shuttle VX plus L2 75 kWh (MC24),Eléctricos puros,M1,3090.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3301,Toyota PROACE VERSO EV Vip larga Luxury 75 kWh (MY22),Eléctricos puros,M1,3065.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3302,Toyota PROACE VERSO EV Vip larga Luxury 75 kWh (RC22),Eléctricos puros,M1,3065.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3303,Toyota PROACE VERSO EV Vip Luxury L1 75 kWh (MC24),Eléctricos puros,M1,3041.0,26.4,100.0,370.0,75.0,0.0,0.0,0.0,0.0
3304,Toyota PROACE VERSO EV Vip media Luxury 75 kWh (MY22),Eléctricos puros,M1,3060.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3305,Toyota PROACE VERSO EV Vip media Luxury 75 kWh (MY23),Eléctricos puros,M1,3060.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3306,Toyota PROACE VERSO EV Vip media Luxury 75 kWh (RC22),Eléctricos puros,M1,3060.0,25.0,100.0,339.0,75.0,0.0,0.0,0.0,0.0
3307,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance Plus[MY23]-Advance Plus,Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3308,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance[MY23]-Advance,Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3309,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Style Plus [MY23]-Style Plus,Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3310,Toyota RAV4 PLUG-IN Advance/Advance plus (MY21),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3311,Toyota RAV4 PLUG-IN Advance/Advance plus (MY22),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3312,Toyota RAV4 PLUG-IN Advance/Advance plus (MY24),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.0,22.0
3313,Toyota RAV4 PLUG-IN GR Sport (MY24),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.0,22.0
3314,Toyota RAV4 PLUG-IN Style plus (MY21),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3315,Toyota RAV4 PLUG-IN Style plus (MY22),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.2,22.2
3316,Toyota RAV4 PLUG-IN Style plus (MY24),Híbridos enchufables,M1,2510.0,17.0,134.0,75.0,18.0,1.0,1.0,22.0,22.0
3317,"URBAPLUS TR 11,5 plomo chasis",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3318,"URBAPLUS TR 11,5 plomo Cofre",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3319,"URBAPLUS TR 11,5 plomo HP Desmontable",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3320,"URBAPLUS TR 11,5 plomo HP Fijo",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3321,"URBAPLUS TR 11,5 plomo Mixto HP+PF",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3322,"URBAPLUS TR 11,5 plomo PB",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3323,"URBAPLUS TR 11,5 plomo PF",Eléctricos puros,N1,2100.0,17.0,17.0,72.0,11.5,0.0,0.0,0.0,0.0
3324,URBAPLUS TR 14 litio chasis,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3325,URBAPLUS TR 14 litio Cofre,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3326,URBAPLUS TR 14 litio HP Desmontable,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3327,URBAPLUS TR 14 litio HP Fijo,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3328,URBAPLUS TR 14 litio Mixto HP+PF,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3329,URBAPLUS TR 14 litio PB,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3330,URBAPLUS TR 14 litio PF,Eléctricos puros,N1,2100.0,13.0,17.0,90.0,14.0,0.0,0.0,0.0,0.0
3331,"URBAPLUS TR 15,4 plomo chasis",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3332,"URBAPLUS TR 15,4 plomo Cofre",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3333,"URBAPLUS TR 15,4 plomo HP Desmontable",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3334,"URBAPLUS TR 15,4 plomo HP Fijo",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3335,"URBAPLUS TR 15,4 plomo Mixto HP+PF",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3336,"URBAPLUS TR 15,4 plomo PB",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3337,"URBAPLUS TR 15,4 plomo PF",Eléctricos puros,N1,2100.0,22.0,17.0,83.0,15.4,0.0,0.0,0.0,0.0
3338,URBAPLUS TR 21 litio chasis,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3339,URBAPLUS TR 21 litio Cofre,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3340,URBAPLUS TR 21 litio HP Desmontable,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3341,URBAPLUS TR 21 litio HP Fijo,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3342,URBAPLUS TR 21 litio Mixto HP+PF,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3343,URBAPLUS TR 21 litio PB,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3344,URBAPLUS TR 21 litio PF,Eléctricos puros,N1,2100.0,14.5,17.0,180.0,21.0,0.0,0.0,0.0,0.0
3345,URBAPLUS TR 9 litio chasis,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3346,URBAPLUS TR 9 litio Cofre,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3347,URBAPLUS TR 9 litio HP Desmontable,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3348,URBAPLUS TR 9 litio HP Fijo,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3349,URBAPLUS TR 9 litio Mixto HP+PF,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3350,URBAPLUS TR 9 litio PB,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3351,URBAPLUS TR 9 litio PF,Eléctricos puros,N1,2100.0,12.5,17.0,92.0,9.0,0.0,0.0,0.0,0.0
3352,VEBLINTER ZOE VEBLINTER MCLEA0800000,Eléctricos puros,N1,1988.0,16.9,100.0,402.0,50.0,0.0,0.0,0.0,0.0
3353,VEBLINTER ZOE VEBLINTER MDLEA0700000,Eléctricos puros,N1,1976.0,16.9,80.0,316.0,50.0,0.0,0.0,0.0,0.0
3354,VEBLINTER ZOE VEBLINTER MDLEA0800000,Eléctricos puros,N1,1988.0,16.9,80.0,402.0,50.0,0.0,0.0,0.0,0.0
3355,Volkswagen Canarias Arteon Hybrid 115 kW/85kW (218 CV),Híbridos enchufables,M1,1875.0,15.9,85.0,57.0,13.0,1.1,1.1,26.0,26.0
3356,Volkswagen Canarias Arteon SB Hybrid 115 kW/85kW (218 CV),Híbridos enchufables,M1,1875.0,15.9,85.0,57.0,13.0,1.1,1.1,27.0,27.0
3357,Volkswagen Canarias Golf Connect PHEV 1.5 TSI 110 kW (204 CV) DSG6,Híbridos enchufables,M1,2080.0,14.7,85.0,143.0,19.7,0.3,0.3,6.0,6.0
3358,Volkswagen Canarias Golf Golf Style 1.4 PHEV DSG6 150 kW (204 CV),Híbridos enchufables,M1,1760.0,14.6,80.0,69.0,13.0,0.9,0.9,21.0,21.0
3359,Volkswagen Canarias Golf GTE 1.4 TSI 180 kW (245 CV),Híbridos enchufables,M1,1760.0,14.6,70.0,62.0,13.0,1.1,1.1,26.0,26.0
3360,Volkswagen Canarias Golf Más PHEV 1.5 TSI 110 kW (204 CV) DSG6,Híbridos enchufables,M1,2080.0,14.7,85.0,143.0,19.7,0.3,0.3,6.0,6.0
3361,Volkswagen Canarias Golf Style PHEV 1.5 TSI 110 kW (204 CV) DSG6,Híbridos enchufables,M1,2080.0,14.7,85.0,142.0,19.7,0.3,0.3,7.0,7.0
3362,Volkswagen Canarias ID.3 1st 150 kW (204CV),Eléctricos puros,M1,2260.0,15.5,150.0,424.0,62.0,0.0,0.0,0.0,0.0
3363,Volkswagen Canarias ID.3 1st Max 150 kW (204 CV),Eléctricos puros,M1,2260.0,15.7,150.0,410.0,62.0,0.0,0.0,0.0,0.0
3364,Volkswagen Canarias ID.3 1st Plus 150 kW (204 CV),Eléctricos puros,M1,2260.0,16.1,150.0,419.0,62.0,0.0,0.0,0.0,0.0
3365,Volkswagen Canarias ID.3 GTX 205 kW (278 CV),Eléctricos puros,M1,2260.0,16.2,205.0,580.0,77.0,0.0,0.0,0.0,0.0
3366,Volkswagen Canarias ID.3 Pro 110kW (147CV),Eléctricos puros,M1,2260.0,15.5,107.0,421.0,62.0,0.0,0.0,0.0,0.0
3367,Volkswagen Canarias ID.3 Pro 150 kW (204 CV),Eléctricos puros,M1,2260.0,15.6,150.0,421.0,62.0,0.0,0.0,0.0,0.0
3368,Volkswagen Canarias ID.3 Pro Power 110kW (147CV),Eléctricos puros,M1,2260.0,15.6,150.0,421.0,62.0,0.0,0.0,0.0,0.0
3369,Volkswagen Canarias ID.3 Pro S,Eléctricos puros,M1,2260.0,16.0,150.0,547.0,77.0,0.0,0.0,0.0,0.0
3370,Volkswagen Canarias ID.3 Pro S 150kW (204 CV),Eléctricos puros,M1,2260.0,16.2,150.0,559.0,77.0,0.0,0.0,0.0,0.0
3371,Volkswagen Canarias ID.3 Pure Power 110kW (147CV),Eléctricos puros,M1,2260.0,15.0,110.0,350.0,48.0,0.0,0.0,0.0,0.0
3372,Volkswagen Canarias ID.4 1st,Eléctricos puros,M1,2660.0,18.0,150.0,475.0,77.0,0.0,0.0,0.0,0.0
3373,Volkswagen Canarias ID.4 1st 150kW (204 CV),Eléctricos puros,M1,2660.0,18.0,150.0,475.0,77.0,0.0,0.0,0.0,0.0
3374,Volkswagen Canarias ID.4 1st Max,Eléctricos puros,M1,2660.0,18.0,150.0,500.0,77.0,0.0,0.0,0.0,0.0
3375,Volkswagen Canarias ID.4 1st Max 150kW (204 CV),Eléctricos puros,M1,2660.0,18.3,150.0,500.0,77.0,0.0,0.0,0.0,0.0
3376,Volkswagen Canarias ID.4 GTX 77 kWh 220kw 300CV,Eléctricos puros,M1,2660.0,17.2,220.0,490.0,77.0,0.0,0.0,0.0,0.0
3377,Volkswagen Canarias ID.4 Pro  77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3378,Volkswagen Canarias ID.4 Pro 77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3379,Volkswagen Canarias ID.4 Pro Life  77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3380,Volkswagen Canarias ID.4 Pro Life 77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3381,Volkswagen Canarias ID.4 Pro Power 150kW (204 CV),Eléctricos puros,M1,2660.0,17.3,150.0,520.0,77.0,0.0,0.0,0.0,0.0
3382,Volkswagen Canarias ID.4 Pro Power 77 kWh 150kW,Eléctricos puros,M1,2660.0,18.3,150.0,518.0,77.0,0.0,0.0,0.0,0.0
3383,Volkswagen Canarias ID.4 Pro Power Business  150kW (204 CV),Eléctricos puros,M1,2660.0,18.0,150.0,518.0,77.0,0.0,0.0,0.0,0.0
3384,Volkswagen Canarias ID.4 Pro Power Business 150kW (204 CV),Eléctricos puros,M1,2660.0,18.0,150.0,518.0,77.0,0.0,0.0,0.0,0.0
3385,Volkswagen Canarias ID.4 Pro Power Life  77 kWh 150 kW (204CV),Eléctricos puros,M1,2660.0,17.2,150.0,514.0,77.0,0.0,0.0,0.0,0.0
3386,Volkswagen Canarias ID.4 Pro Power Life 77 kWh 150 kW (204CV),Eléctricos puros,M1,2660.0,17.2,150.0,514.0,77.0,0.0,0.0,0.0,0.0
3387,Volkswagen Canarias ID.4 Pure 109kW (147 CV),Eléctricos puros,M1,2660.0,16.8,150.0,343.0,52.0,0.0,0.0,0.0,0.0
3388,Volkswagen Canarias ID.4 Pure 52 kWh 109kW,Eléctricos puros,M1,2660.0,16.8,150.0,343.0,52.0,0.0,0.0,0.0,0.0
3389,Volkswagen Canarias ID.5 GTX 77 kWh 220 kW (300CV),Eléctricos puros,M1,2660.0,17.2,220.0,490.0,77.0,0.0,0.0,0.0,0.0
3390,Volkswagen Canarias ID.5 Pro  77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3391,Volkswagen Canarias ID.5 Pro 77 kWh 128 kW (174CV),Eléctricos puros,M1,2660.0,17.2,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3392,Volkswagen Canarias ID.5 Pro Power 77 kWh 150 kW (204CV),Eléctricos puros,M1,2660.0,17.2,150.0,490.0,77.0,0.0,0.0,0.0,0.0
3393,Volkswagen Canarias ID.7 GTX 250 kw 340 CV,Eléctricos puros,M1,2630.0,14.2,250.0,545.0,77.0,0.0,0.0,0.0,0.0
3394,Volkswagen Canarias ID.7 Pro 210 kw 286 CV,Eléctricos puros,M1,2630.0,14.2,210.0,620.0,77.0,0.0,0.0,0.0,0.0
3395,Volkswagen Canarias ID.7 Pro S 210 kw 286 CV,Eléctricos puros,M1,2630.0,14.2,210.0,700.0,86.0,0.0,0.0,0.0,0.0
3396,Volkswagen Canarias ID.7 Tourer GTX 250 kw 340 CV,Eléctricos puros,M1,2630.0,14.2,250.0,545.0,77.0,0.0,0.0,0.0,0.0
3397,Volkswagen Canarias ID.7 Tourer Pro 210 kw 286 CV,Eléctricos puros,M1,2630.0,14.2,210.0,620.0,77.0,0.0,0.0,0.0,0.0
3398,Volkswagen Canarias ID.7 Tourer Pro S 210 kw 286 CV,Eléctricos puros,M1,2630.0,14.2,210.0,700.0,86.0,0.0,0.0,0.0,0.0
3399,Volkswagen Canarias Nuevo Tiguan Más PHEV 150 kW (204 CV),Híbridos enchufables,M1,1845.0,16.8,85.0,128.0,19.0,0.4,0.4,8.0,8.0
3400,Volkswagen Canarias Nuevo Tiguan R-Line PHEV 150 kW (204 CV),Híbridos enchufables,M1,1845.0,17.9,85.0,117.0,19.0,0.5,0.5,10.0,10.0
3401,Volkswagen Canarias Nuevo Tiguan R-Line PHEV 200 kW (272 CV),Híbridos enchufables,M1,1845.0,17.8,85.0,118.0,19.0,0.5,0.5,10.0,10.0
3402,Volkswagen Canarias Passat GTE 115 kW/85kW (218 CV),Híbridos enchufables,M1,1760.0,14.8,85.0,57.0,13.0,1.1,1.1,22.9,22.9
