,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
3403,Volkswagen Canarias Passat SB Passat Variant GTE 115 kW/85kW,Híbridos enchufables,M1,1800.0,14.8,85.0,57.0,13.0,1.2,1.2,27.0,27.0
3404,Volkswagen Canarias Passat Variant GTE 115 kW/85kW (218 CV),Híbridos enchufables,M1,1800.0,14.8,85.0,57.0,13.0,1.2,1.2,27.0,27.0
3405,Volkswagen Canarias Tayron Connect 1.5 TSI 150 kW (204CV) DSG6,Híbridos enchufables,M1,2500.0,17.0,85.0,120.0,19.7,0.4,0.4,9.0,9.0
3406,Volkswagen Canarias Tayron R-Line 1.5 TSI 150 kW (204CV) DSG6,Híbridos enchufables,M1,2500.0,17.8,85.0,117.0,19.7,0.4,0.4,10.0,10.0
3407,Volkswagen Canarias Tiguan Connect PHEV 180 kW (245 CV),Híbridos enchufables,M1,1845.0,16.8,70.0,50.0,13.0,1.6,1.6,38.0,38.0
3408,Volkswagen Canarias Tiguan R-Line PHEV 180 kW (245 CV),Híbridos enchufables,M1,1845.0,16.8,70.0,50.0,13.0,1.8,1.8,41.0,41.0
3409,Volkswagen Canarias Touareg Elegance PHEV 280 kW (381 CV),Híbridos enchufables,M1,2850.0,24.2,95.0,47.0,14.7,2.7,2.7,60.0,60.0
3410,Volkswagen Turismos Arteon MY22 Arteon eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,Híbridos enchufables,M1,2160.0,14.6,85.0,57.0,13.0,1.3,1.3,29.0,29.0
3411,Volkswagen Turismos Arteon MY22 Arteon eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,Híbridos enchufables,M1,2160.0,14.6,85.0,57.0,13.0,1.3,1.3,29.0,29.0
3412,Volkswagen Turismos Arteon MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,Híbridos enchufables,M1,2160.0,15.1,85.0,57.0,13.0,1.3,1.3,29.0,29.0
3413,Volkswagen Turismos Arteon MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,Híbridos enchufables,M1,2160.0,15.1,85.0,57.0,13.0,1.3,1.3,29.0,29.0
3414,Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,Híbridos enchufables,M1,2160.0,15.7,85.0,57.0,13.0,1.3,1.3,29.0,29.0
3415,Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,Híbridos enchufables,M1,2160.0,15.7,85.0,57.0,13.0,1.3,1.3,115.0,115.0
3416,Volkswagen Turismos e-Up MY20 e-up! 61 KW (83 CV) Automático 1 vel.,Eléctricos puros,M1,1530.0,12.7,61.0,260.0,36.8,0.0,0.0,0.0,0.0
3417,Volkswagen Turismos e-Up MY20 e-up! Style 61 KW (83 CV) Automático 1 vel.,Eléctricos puros,M1,1530.0,12.7,61.0,260.0,36.8,0.0,0.0,0.0,0.0
3418,Volkswagen Turismos e-Up MY21 e-up! 61 KW (83 CV) Automático 1 vel.,Eléctricos puros,M1,1530.0,12.7,61.0,260.0,36.8,0.0,0.0,0.0,0.0
3419,Volkswagen Turismos e-Up MY21 e-up! Style 61 KW (83 CV) Automático 1 vel.,Eléctricos puros,M1,1530.0,12.7,61.0,260.0,36.8,0.0,0.0,0.0,0.0
3420,Volkswagen Turismos Golf 7 MY20 e-Golf ePower 100kW (136CV),Eléctricos puros,M1,1720.0,13.2,100.0,300.0,35.8,0.0,0.0,0.0,0.0
3421,Volkswagen Turismos Golf 7 MY20 GTE 1.4 TSI e-Power Combinado: 150 kW (204 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,2040.0,12.4,75.0,46.0,8.7,0.0,0.0,0.0,0.0
3422,Volkswagen Turismos Golf 8 MY21 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,2020.0,13.8,80.0,80.0,80.0,0.9,0.9,21.0,21.0
3423,Volkswagen Turismos Golf 8 MY21 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,2040.0,14.6,70.0,60.0,70.0,1.1,1.1,26.0,26.0
3424,Volkswagen Turismos Golf 8 MY22 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV)  Automatico DSG 6 vel.,Híbridos enchufables,M1,1880.0,10.4,80.0,71.0,8.7,0.9,0.9,21.0,21.0
3425,Volkswagen Turismos Golf 8 MY22 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV)  Automatico DSG 6 vel.,Híbridos enchufables,M1,1880.0,10.4,80.0,64.0,8.7,1.1,1.1,25.0,25.0
3426,Volkswagen Turismos Golf 8 MY23 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG,Híbridos enchufables,M1,1880.0,13.7,80.0,65.0,10.4,1.2,1.2,21.0,21.0
3427,Volkswagen Turismos Golf 8 MY23 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG,Híbridos enchufables,M1,1880.0,14.5,80.0,72.0,10.4,1.5,1.5,25.0,25.0
3428,Volkswagen Turismos Golf 8 MY23 Golf eHybrid 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG,Híbridos enchufables,M1,1880.0,13.7,80.0,72.0,10.4,0.9,0.9,21.0,21.0
3429,Volkswagen Turismos Golf 8 MY23 Golf GTE 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG 6 vel.,Híbridos enchufables,M1,1880.0,14.5,80.0,65.0,10.4,1.1,1.1,25.0,25.0
3430,Volkswagen Turismos Golf 8 MY24 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG,Híbridos enchufables,M1,1880.0,13.7,80.0,65.0,10.4,0.9,0.9,21.0,21.0
3431,Volkswagen Turismos Golf 8 MY24 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG,Híbridos enchufables,M1,1880.0,14.5,80.0,72.0,10.4,1.2,1.2,27.0,27.0
3432,Volkswagen Turismos Golf 8 MY24 Golf eHybrid 1.4 TSI 110 kw (150 CV) / 80 kw (110 CV) Automático DSG 6 vel. [2024],Híbridos enchufables,M1,1880.0,13.7,80.0,65.0,10.4,1.2,1.2,21.0,21.0
3433,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 150kW (204 CV) PHEV 50 ANIVERSARIO A,Híbridos enchufables,M1,1652.0,14.7,85.0,141.0,19.7,0.3,0.4,0.6,0.8
3434,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 150kW (204 CV) PHEV SYLE A,Híbridos enchufables,M1,1652.0,14.7,85.0,141.0,19.7,0.3,0.4,0.6,0.8
3435,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 200kW (272 CV) PHEV GTE,Híbridos enchufables,M1,1670.0,15.9,85.0,131.0,19.7,0.4,0.4,0.8,0.8
3436,Volkswagen Turismos Golf 8 PA MY25 Golf 50 Aniversario 1.5 TSI eHybrid 110 kW (150 CV) / 80 kW (110 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,1649.0,14.7,85.0,141.0,19.7,0.3,0.4,0.6,0.8
3437,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA 150kW (204 CV) PHEV 50 ANIVERSARIO A,Híbridos enchufables,M1,1652.0,14.7,85.0,141.0,19.7,0.3,0.4,0.6,0.8
3438,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA 150kW (204 CV) PHEV SYLE A,Híbridos enchufables,M1,1652.0,14.7,85.0,141.0,19.7,0.3,0.4,0.6,0.8
3439,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA GTE 1.5 TSI Híbrido enchufable 130 kW (177 CV) / 80 kW (110 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,1670.0,15.9,85.0,131.0,19.7,0.4,0.4,0.8,0.8
3440,Volkswagen Turismos Golf 8 PA MY25 Golf GTE 1.5 TSI 130 kW (177 CV) / 80 kW (110 CV) Automático DSG 6 vel.,Híbridos enchufables,M1,1670.0,15.9,85.0,131.0,19.7,0.4,0.4,0.8,0.8
3441,Volkswagen Turismos ID.3 MY20 ID.3 1st Max 150 kW (204 CV),Eléctricos puros,M1,1719.0,16.0,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3442,Volkswagen Turismos ID.3 MY20 ID.3 1st plus 150 kW (204 CV),Eléctricos puros,M1,1719.0,15.7,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3443,Volkswagen Turismos ID.3 MY21  ID.3 Pro S 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,15.9,150.0,549.0,77.0,0.0,0.0,0.0,0.0
3444,Volkswagen Turismos ID.3 MY21  ID.3 Tour 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,16.2,150.0,542.0,77.0,0.0,0.0,0.0,0.0
3445,Volkswagen Turismos ID.3 MY21 ID.3 Business 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,15.6,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3446,Volkswagen Turismos ID.3 MY21 ID.3 Life 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,15.5,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3447,Volkswagen Turismos ID.3 MY21 ID.3 Max 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,15.9,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3448,Volkswagen Turismos ID.3 MY21 ID.3 Pro 107 kW (145 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.5,107.0,425.0,58.0,0.0,0.0,0.0,0.0
3449,Volkswagen Turismos ID.3 MY21 ID.3 Pro Business 107 kW (145 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.6,107.0,422.0,58.0,0.0,0.0,0.0,0.0
3450,Volkswagen Turismos ID.3 MY21 ID.3 Pro Life 107 kW (145 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.5,107.0,425.0,58.0,0.0,0.0,0.0,0.0
3451,Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.5,150.0,425.0,58.0,0.0,0.0,0.0,0.0
3452,Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Business 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.6,150.0,422.0,58.0,0.0,0.0,0.0,0.0
3453,Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Life 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.5,150.0,425.0,58.0,0.0,0.0,0.0,0.0
3454,Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Max 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,2270.0,15.9,150.0,415.0,58.0,0.0,0.0,0.0,0.0
3455,Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance 110 kW (150 CV) Aut 1 Vel,Eléctricos puros,M1,2240.0,15.0,110.0,348.0,45.0,0.0,0.0,0.0,0.0
3456,Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance City 110 kW (150 CV) Aut 1 Vel,Eléctricos puros,M1,2240.0,15.0,110.0,348.0,45.0,0.0,0.0,0.0,0.0
3457,Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance Style 110 kW (150 CV) Aut 1 Vel,Eléctricos puros,M1,2240.0,15.1,110.0,345.0,45.0,0.0,0.0,0.0,0.0
3458,Volkswagen Turismos ID.3 MY21 ID.3 Style 150 kW (204 CV) Aut 1 Vel,Eléctricos puros,M1,1719.0,15.6,150.0,420.0,58.0,0.0,0.0,0.0,0.0
3459,Volkswagen Turismos ID.3 MY22 ID.3 Life 150 kW (204 CV) Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.6,150.0,415.0,58.0,0.0,0.0,0.0,0.0
3460,Volkswagen Turismos ID.3 MY22 ID.3 Pro 107 kW (145 CV) Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.6,107.0,423.0,58.0,0.0,0.0,0.0,0.0
3461,Volkswagen Turismos ID.3 MY22 ID.3 Pro Performance 150 kW (204 CV) Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.6,150.0,423.0,58.0,0.0,0.0,0.0,0.0
3462,Volkswagen Turismos ID.3 MY22 ID.3 Pro S 150 kW (204 CV) 77 kWh Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.7,150.0,481.0,77.0,0.0,0.0,0.0,0.0
3463,Volkswagen Turismos ID.3 MY22 ID.3 Pure Performance 110 kW (150 CV) Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.1,110.0,347.0,45.0,0.0,0.0,0.0,0.0
3464,Volkswagen Turismos ID.3 MY23 ID. 3 Pro Life - 150 (204),Eléctricos puros,M1,2480.0,15.3,150.0,425.0,58.0,0.0,0.0,0.0,0.0
3465,Volkswagen Turismos ID.3 MY23 ID.3 Life 150 kW (204 CV) Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.3,150.0,425.0,58.0,0.0,0.0,0.0,0.0
3466,Volkswagen Turismos ID.3 MY23 ID.3 Pro - 107 (145),Eléctricos puros,M1,2480.0,15.6,107.0,423.0,58.0,0.0,0.0,0.0,0.0
3467,Volkswagen Turismos ID.3 MY23 ID.3 Pro Performance - 150 (204),Eléctricos puros,M1,2480.0,15.6,150.0,423.0,58.0,0.0,0.0,0.0,0.0
3468,Volkswagen Turismos ID.3 MY23 ID.3 Pro S - 150 (204),Eléctricos puros,M1,2480.0,15.7,150.0,551.0,77.0,0.0,0.0,0.0,0.0
3469,Volkswagen Turismos ID.3 MY23 ID.3 Pro S Life 150 kW (204 CV) 77 kWh Automatico 1 vel.,Eléctricos puros,M1,2270.0,15.4,150.0,556.0,77.0,0.0,0.0,0.0,0.0
3470,Volkswagen Turismos ID.3 MY23 ID.3 Pure Performance -110 (150),Eléctricos puros,M1,2480.0,15.1,110.0,347.0,45.0,0.0,0.0,0.0,0.0
3471,Volkswagen Turismos ID.3 MY24 ID.3 Pro - 150 (204),Eléctricos puros,M1,2280.0,14.9,150.0,428.0,58.0,0.0,0.0,0.0,0.0
3472,Volkswagen Turismos ID.3 MY24 ID.3 Pro MÁS - 150 (204),Eléctricos puros,M1,2280.0,15.0,150.0,559.0,77.0,0.0,0.0,0.0,0.0
3473,Volkswagen Turismos ID.3 MY24 ID.3 Pro S - 150 (204),Eléctricos puros,M1,2290.0,14.9,150.0,428.0,58.0,0.0,0.0,0.0,0.0
3474,Volkswagen Turismos ID.3 MY24 ID.3 Pro S Más - 150 (204),Eléctricos puros,M1,2290.0,15.2,150.0,559.0,77.0,0.0,0.0,0.0,0.0
3475,Volkswagen Turismos ID.3 MY25 ID. 3 GTX - 210 (286),Eléctricos puros,M1,2430.0,11.5,210.0,607.0,79.0,0.0,0.0,0.0,0.0
3476,Volkswagen Turismos ID.3 MY25 ID. 3 Pro - 150 (204),Eléctricos puros,M1,2280.0,12.1,150.0,434.0,59.0,0.0,0.0,0.0,0.0
3477,"Volkswagen Turismos ID.3 MY25 ID. 3 Pro ""MAS"" - 150 (204)",Eléctricos puros,M1,2280.0,12.2,150.0,432.0,59.0,0.0,0.0,0.0,0.0
3478,Volkswagen Turismos ID.3 MY25 ID. 3 Pro S - 150 (204),Eléctricos puros,M1,2420.0,12.4,150.0,557.0,77.0,0.0,0.0,0.0,0.0
3479,"Volkswagen Turismos ID.3 MY25 ID. 3 Pro S ""MAS"" - 150 (204)",Eléctricos puros,M1,2420.0,12.5,150.0,555.0,77.0,0.0,0.0,0.0,0.0
3480,Volkswagen Turismos ID.3 MY25 ID. 3 Pure - 125 (170),Eléctricos puros,M1,2260.0,11.9,125.0,388.0,52.0,0.0,0.0,0.0,0.0
3481,Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro 150 kW (204 CV) 58 kWh Automático 1 vel.,Eléctricos puros,M1,2270.0,15.2,150.0,428.0,58.0,0.0,0.0,0.0,0.0
3482,Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro S 150 kW (204 CV) 77 kWh Automático 1 vel.,Eléctricos puros,M1,2270.0,15.3,150.0,559.0,77.0,0.0,0.0,0.0,0.0
3483,Volkswagen Turismos ID.3 Pro 150 kw (204 CV) 58 kwh Automático 1 vel. [2024],Eléctricos puros,M1,2480.0,15.3,150.0,425.0,58.0,0.0,0.0,0.0,0.0
3484,Volkswagen Turismos ID.4 MY21 ID.4 1st 150 kW (204 CV),Eléctricos puros,M1,1719.0,18.0,150.0,501.0,82.0,0.0,0.0,0.0,0.0
3485,Volkswagen Turismos ID.4 MY21 ID.4 1st Max 150 kW (204 CV),Eléctricos puros,M1,1719.0,18.3,150.0,493.0,82.0,0.0,0.0,0.0,0.0
3486,Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance 150 kW (204 CV),Eléctricos puros,M1,2660.0,17.2,150.0,521.0,82.0,0.0,0.0,0.0,0.0
3487,Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Business 150 kW (204 CV),Eléctricos puros,M1,2660.0,17.3,150.0,518.0,82.0,0.0,0.0,0.0,0.0
3488,Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Life 150 kW (204 CV),Eléctricos puros,M1,2660.0,17.3,150.0,520.0,82.0,0.0,0.0,0.0,0.0
3489,Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Max 150 kW (204 CV),Eléctricos puros,M1,2660.0,17.8,150.0,506.0,82.0,0.0,0.0,0.0,0.0
3490,Volkswagen Turismos ID.4 MY21 ID.4 Pure 109 kW (149 CV),Eléctricos puros,M1,2480.0,16.8,109.0,344.0,55.0,0.0,0.0,0.0,0.0
3491,Volkswagen Turismos ID.4 MY21 ID.4 Pure City 109 kW (149 CV),Eléctricos puros,M1,2480.0,16.8,109.0,344.0,55.0,0.0,0.0,0.0,0.0
3492,Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance 125 kW (170 CV),Eléctricos puros,M1,2480.0,16.8,125.0,344.0,55.0,0.0,0.0,0.0,0.0
3493,Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance City 125 kW (170 CV),Eléctricos puros,M1,2480.0,16.8,125.0,344.0,55.0,0.0,0.0,0.0,0.0
3494,Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance Style 125 kW (170 CV),Eléctricos puros,M1,2480.0,17.0,125.0,341.0,55.0,0.0,0.0,0.0,0.0
3495,Volkswagen Turismos ID.4 MY21 ID.4 Pure Style 109 kW (149 CV),Eléctricos puros,M1,2480.0,17.0,109.0,341.0,55.0,0.0,0.0,0.0,0.0
3496,Volkswagen Turismos ID.4 MY22 ID.4 1st 150 kW (204 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,17.4,150.0,518.0,77.0,0.0,0.0,0.0,0.0
3497,Volkswagen Turismos ID.4 MY22 ID.4 GTX 220 kW (299 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,18.2,220.0,481.0,77.0,0.0,0.0,0.0,0.0
3498,Volkswagen Turismos ID.4 MY22 ID.4 Pro 128 kW (174 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,17.1,128.0,511.0,77.0,0.0,0.0,0.0,0.0
3499,Volkswagen Turismos ID.4 MY22 ID.4 Pro Performance 150 kW (204 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,17.2,150.0,514.0,77.0,0.0,0.0,0.0,0.0
3500,Volkswagen Turismos ID.4 MY22 ID.4 Pure 109 kW (149 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,16.8,109.0,344.0,52.0,0.0,0.0,0.0,0.0
3501,Volkswagen Turismos ID.4 MY22 ID.4 Pure Performance 125 kW (170 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,16.8,125.0,344.0,52.0,0.0,0.0,0.0,0.0
3502,Volkswagen Turismos ID.4 MY23 ID.4 GTX - 220 (299),Eléctricos puros,M1,2480.0,17.6,220.0,499.0,77.0,0.0,0.0,0.0,0.0
3503,Volkswagen Turismos ID.4 MY23 ID.4 Pro 128 (174),Eléctricos puros,M2,2480.0,16.5,128.0,531.0,77.0,0.0,0.0,0.0,0.0
3504,Volkswagen Turismos ID.4 MY23 ID.4 Pro 128 kW (174 CV) Automatico 1 vel.,Eléctricos puros,M1,2480.0,16.5,128.0,531.0,77.0,0.0,0.0,0.0,0.0
3505,Volkswagen Turismos ID.4 MY23 ID.4 Pro Performance 150 (204),Eléctricos puros,M3,2480.0,16.5,150.0,531.0,77.0,0.0,0.0,0.0,0.0
3506,Volkswagen Turismos ID.4 MY23 ID.4 Pro Performance 150kw (204 CV) 77kWh Automático 1 vel.,Eléctricos puros,M1,2480.0,16.5,150.0,531.0,77.0,0.0,0.0,0.0,0.0
3507,Volkswagen Turismos ID.4 MY23 ID.4 Pure  - 109 (149),Eléctricos puros,M1,2480.0,16.2,109.0,360.0,52.0,0.0,0.0,0.0,0.0
3508,Volkswagen Turismos ID.4 MY23 ID.4 Pure Performance 125 (170),Eléctricos puros,M1,2480.0,16.2,125.0,360.0,52.0,0.0,0.0,0.0,0.0
3509,Volkswagen Turismos ID.4 MY24 ID.4 GTX - 220 (299),Eléctricos puros,M1,2480.0,17.6,220.0,501.0,77.0,0.0,0.0,0.0,0.0
3510,Volkswagen Turismos ID.4 MY24 ID.4 GTX - 250 (340),Eléctricos puros,M1,2480.0,17.1,210.0,515.0,77.0,0.0,0.0,0.0,0.0
3511,Volkswagen Turismos ID.4 MY24 ID.4 Pro - 210 (286),Eléctricos puros,M1,2480.0,16.0,210.0,549.0,77.0,0.0,0.0,0.0,0.0
3512,Volkswagen Turismos ID.4 MY24 ID.4 Pro 128 (174),Eléctricos puros,M2,2480.0,16.7,128.0,526.0,77.0,0.0,0.0,0.0,0.0
3513,Volkswagen Turismos ID.4 MY24 ID.4 Pro 4Motion - 210 (286),Eléctricos puros,M1,2480.0,16.5,210.0,530.0,77.0,0.0,0.0,0.0,0.0
3514,Volkswagen Turismos ID.4 MY24 ID.4 Pro 4Motion Más - 210 (286),Eléctricos puros,M1,2480.0,16.8,210.0,523.0,77.0,0.0,0.0,0.0,0.0
3515,Volkswagen Turismos ID.4 MY24 ID.4 Pro Más - 210 (286),Eléctricos puros,M1,2480.0,16.3,210.0,542.0,77.0,0.0,0.0,0.0,0.0
3516,Volkswagen Turismos ID.4 MY24 ID.4 Pro Performance 150 (204),Eléctricos puros,M3,2480.0,16.7,150.0,526.0,77.0,0.0,0.0,0.0,0.0
3517,Volkswagen Turismos ID.4 MY24 ID.4 Pro Performance 150 kw (204 CV) 77 kWh Automático 1 vel.,Eléctricos puros,M3,2480.0,16.7,150.0,526.0,77.0,0.0,0.0,0.0,0.0
3518,Volkswagen Turismos ID.4 MY24 ID.4 Pure - 109 (149),Eléctricos puros,M1,2480.0,16.2,109.0,360.0,52.0,0.0,0.0,0.0,0.0
3519,Volkswagen Turismos ID.4 MY24 ID.4 Pure Performance 125 (170),Eléctricos puros,M1,2480.0,16.2,125.0,361.0,52.0,0.0,0.0,0.0,0.0
3520,Volkswagen Turismos ID.4 MY25 ID. 4 GTX - 250 (340),Eléctricos puros,M1,2770.0,13.3,250.0,515.0,82.0,0.0,0.0,0.0,0.0
3521,Volkswagen Turismos ID.4 MY25 ID. 4 Pro - 210 (286),Eléctricos puros,M1,2690.0,12.5,210.0,549.0,82.0,0.0,0.0,0.0,0.0
3522,"Volkswagen Turismos ID.4 MY25 ID. 4 Pro ""MAS"" - 210 (286)",Eléctricos puros,M1,2690.0,12.7,210.0,542.0,82.0,0.0,0.0,0.0,0.0
3523,Volkswagen Turismos ID.4 MY25 ID. 4 Pro 4Motion - 210 (286),Eléctricos puros,M1,2690.0,13.0,210.0,530.0,82.0,0.0,0.0,0.0,0.0
3524,"Volkswagen Turismos ID.4 MY25 ID. 4 Pro 4Motion""MAS"" - 210 (286)",Eléctricos puros,M1,2760.0,13.3,210.0,523.0,82.0,0.0,0.0,0.0,0.0
3525,Volkswagen Turismos ID.4 MY25 ID. 4 Pure - 125 (170),Eléctricos puros,M1,2490.0,12.8,125.0,364.0,55.0,0.0,0.0,0.0,0.0
3526,"Volkswagen Turismos ID.4 MY25 ID. 4 Pure ""MAS"" - 125 (170)",Eléctricos puros,M1,2490.0,12.9,125.0,362.0,55.0,0.0,0.0,0.0,0.0
3527,Volkswagen Turismos ID.5 MY22 ID.5 GTX 220kW (299 CV) Automático 1 vel.,Eléctricos puros,M1,2750.0,17.0,220.0,490.0,77.0,0.0,0.0,0.0,0.0
3528,Volkswagen Turismos ID.5 MY22 ID.5 Pro 128kW (174 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,17.0,128.0,514.0,77.0,0.0,0.0,0.0,0.0
3529,Volkswagen Turismos ID.5 MY22 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,17.0,150.0,514.0,77.0,0.0,0.0,0.0,0.0
3530,Volkswagen Turismos ID.5 MY23 ID.5 GTX 220kW (299 CV) Automático 1 vel.,Eléctricos puros,M1,2750.0,17.1,220.0,512.0,77.0,0.0,0.0,0.0,0.0
3531,Volkswagen Turismos ID.5 MY23 ID.5 Pro 128kW (174 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,16.4,128.0,534.0,77.0,0.0,0.0,0.0,0.0
3532,Volkswagen Turismos ID.5 MY23 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,16.4,150.0,534.0,77.0,0.0,0.0,0.0,0.0
3533,Volkswagen Turismos ID.5 MY24 ID.5 GTX 220kW (299 CV) Automático 1 vel.,Eléctricos puros,M1,2750.0,17.1,220.0,516.0,77.0,0.0,0.0,0.0,0.0
3534,Volkswagen Turismos ID.5 MY24 ID.5 GTX 250 (340),Eléctricos puros,M1,2750.0,16.4,220.0,533.0,77.0,0.0,0.0,0.0,0.0
3535,Volkswagen Turismos ID.5 MY24 ID.5 Pro 128kW (174 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,16.4,128.0,534.0,77.0,0.0,0.0,0.0,0.0
3536,Volkswagen Turismos ID.5 MY24 ID.5 Pro 210 (286),Eléctricos puros,M1,2650.0,15.8,150.0,556.0,77.0,0.0,0.0,0.0,0.0
3537,Volkswagen Turismos ID.5 MY24 ID.5 Pro Más 210 (286),Eléctricos puros,M1,2650.0,16.0,150.0,551.0,77.0,0.0,0.0,0.0,0.0
3538,Volkswagen Turismos ID.5 MY24 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,Eléctricos puros,M1,2650.0,16.4,150.0,534.0,77.0,0.0,0.0,0.0,0.0
3539,Volkswagen Turismos ID.5 MY25 ID. 5 GTX - 250 (340),Eléctricos puros,M1,2680.0,12.4,210.0,556.0,77.0,0.0,0.0,0.0,0.0
3542,Volkswagen Turismos ID.5 MY25 ID. 5 GTX - 250 (340),Eléctricos puros,M1,2680.0,12.5,210.0,551.0,77.0,0.0,0.0,0.0,0.0
3545,Volkswagen Turismos ID.5 MY25 ID. 5 GTX - 250 (340),Eléctricos puros,M1,2760.0,13.3,250.0,533.0,79.0,0.0,0.0,0.0,0.0
3548,Volkswagen Turismos ID.5 MY25 ID. 5 Pro - 210 (286),Eléctricos puros,M1,2490.0,12.6,125.0,370.0,52.0,0.0,0.0,0.0,0.0
